"APTSBREAK1ENDDATE__C","APTSBREAK1NUMBEROFWEEKS__C","APTSBREAK1STARTDATE__C","APTSBREAK2ENDDATE__C","APTSBREAK2NUMBEROFWEEKS__C","APTSBREAK2STARTDATE__C","APTSBREAK3ENDDATE__C","APTSBREAK3NUMBEROFWEEKS__C","APTSBREAK3STARTDATE__C","COURSE__C","APTSCOURSENUMBEROFWEEKS__C","DATEOFBIRTHFROM__C","DATEOFBIRTHTO__C","DESTINATION__C","APTSENDDATE__C","IS_BEGINNER__C","IS_PREFERRED__C","NAME","PREFERRED__C","PROGRAM__C","STARTDATE__C","START_DATE_CONVERTED__C","APTSTERM1ENDDATE__C","APTSTERM1NUMBEROFWEEKS__C","APTSTERM1STARTDATE__C","APTSTERM2ENDDATE__C","APTSTERM2NUMBEROFWEEKS__C","APTSTERM2STARTDATE__C","APTSTERM3ENDDATE__C","APTSTERM3NUMBEROFWEEKS__C","APTSTERM3STARTDATE__C","APTSTERM4ENDDATE__C","APTSTERM4NUMBEROFWEEKS__C","APTSTERM4STARTDATE__C"
"2018-09-03","23.0","2018-03-24","2018-06-17","-16.0","2018-10-05","","","","YE01I","34.0","","","ES-MAA","2019-08-30","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","2018-01-08","-23.0","2018-06-18","","",""
"2018-09-03","23.0","2018-03-24","","","","","","","SE01G","22.0","","","ES-BAR","2019-06-07","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","","","","","",""
"2018-09-03","23.0","2018-03-24","2018-06-17","-16.0","2018-10-05","","","","YE01I","34.0","","","FR-PAR","2019-08-30","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","2018-01-08","-23.0","2018-06-18","","",""
"2018-09-03","23.0","2018-03-24","","","","","","","SE01I","22.0","","","FR-NIC","2019-06-07","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","","","","","",""
"2018-09-03","23.0","2018-03-24","","","","","","","SE01I","22.0","","","GB-OXF","2019-06-07","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","","","","","",""
"2018-09-03","23.0","2018-03-24","","","","","","","SE01G","22.0","","","GB-LON","2019-06-07","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","","","","","",""
"2018-09-03","23.0","2018-03-24","","","","","","","SE01I","22.0","","","JP-TYO","2019-06-07","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","","","","","",""
"2018-09-03","23.0","2018-03-24","2018-06-17","-16.0","2018-10-05","","","","YE01I","34.0","","","CN-SHA","2019-08-30","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","2018-01-08","-23.0","2018-06-18","","",""
"2018-09-03","23.0","2018-03-24","2018-06-17","-16.0","2018-10-05","","","","YE01G","34.0","","","CA-TOO","2019-08-30","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","2018-01-08","-23.0","2018-06-18","","",""
"2018-09-03","23.0","2018-03-24","2018-06-17","-16.0","2018-10-05","","","","YE01G","34.0","","","CA-VAN","2019-08-30","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","2018-01-08","-23.0","2018-06-18","","",""
"2018-09-03","23.0","2018-03-24","","","","","","","SE01G","22.0","","","US-WAS","2019-06-07","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","","","","","",""
"2018-09-03","23.0","2018-03-24","2018-06-17","-16.0","2018-10-05","","","","YE01E","34.0","","","US-WAS","2019-08-30","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","2018-01-08","-23.0","2018-06-18","","",""
"2018-09-03","23.0","2018-03-24","2018-06-17","-16.0","2018-10-05","","","","YE01G","34.0","","","US-NYC","2019-08-30","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","2018-01-08","-23.0","2018-06-18","","",""
"2018-09-03","23.0","2018-03-24","2018-06-17","-16.0","2018-10-05","","","","YE01I","34.0","","","US-SEA","2019-08-30","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","2018-01-08","-23.0","2018-06-18","","",""
"2018-09-03","23.0","2018-03-24","","","","","","","SE01G","22.0","","","US-SBA","2019-06-07","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","","","","","",""
"2018-09-03","23.0","2018-03-24","2018-06-17","-16.0","2018-10-05","","","","YE01I","34.0","","","US-SDC","2019-08-30","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","2018-01-08","-23.0","2018-06-18","","",""
"2018-09-03","23.0","2018-03-24","","","","","","","SE01I","22.0","","","US-SFD","2019-06-07","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","","","","","",""
"2018-09-03","23.0","2018-03-24","","","","","","","SE01I","22.0","","","GB-MAN","2019-06-07","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","","","","","",""
"2018-09-03","23.0","2018-03-24","","","","","","","SE01G","22.0","","","GB-EAS","2019-06-07","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","","","","","",""
"2018-09-03","23.0","2018-03-24","","","","","","","SE01I","22.0","","","GB-BOU","2019-06-07","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","","","","","",""
"2018-09-03","23.0","2018-03-24","2018-06-17","-16.0","2018-10-05","","","","YE01I","34.0","","","ES-MAD","2019-08-30","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","2018-01-08","-23.0","2018-06-18","","",""
"2018-09-03","23.0","2018-03-24","2018-06-17","-16.0","2018-10-05","","","","YE01G","34.0","","","AU-SYD","2019-08-30","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","2018-01-08","-23.0","2018-06-18","","",""
"2018-09-03","23.0","2018-03-24","2018-06-17","-16.0","2018-10-05","","","","YE01G","34.0","","","AU-BRS","2019-08-30","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","2018-01-08","-23.0","2018-06-18","","",""
"2018-09-03","23.0","2018-03-24","","","","","","","SE01G","22.0","","","AU-PER","2019-06-07","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","","","","","",""
"2018-09-03","23.0","2018-03-24","2018-06-17","-16.0","2018-10-05","","","","YE01E","34.0","","","US-HNL","2019-08-30","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","2018-01-08","-23.0","2018-06-18","","",""
"","","","","","","","","","I","","","","ES-BAR","","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-01-29","29/1/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","US-BOI","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-26","26/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","NZ-AUC","","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-01-29","29/1/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","ES-BAR","","false","false","October","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-10-01","1/10/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","NZ-AUC","","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-01-29","29/1/2018","","","","","","","","","","","",""
"","","","","","","","","","B","","","","NZ-AUC","","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-01-29","29/1/2018","","","","","","","","","","","",""
"","","","","","","","","","B","","","","AU-BRS","","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-01-29","29/1/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","AU-BRS","","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-01-29","29/1/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","US-SDC","","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-01-29","29/1/2018","","","","","","","","","","","",""
"","","","","","","","","","BL","","","","AU-BRS","","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-01-29","29/1/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","AU-BRS","","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-01-29","29/1/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-LON","","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-01-29","29/1/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","AU-BRS","","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-01-29","29/1/2018","","","","","","","","","","","",""
"2018-09-03","23.0","2018-03-24","","","","","","","SE01G","22.0","","","NZ-AUC","2019-06-07","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","","","","","",""
"","","","","","","","","","I","","","","FR-PAR","","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-01-29","29/1/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-BOU","","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-01-29","29/1/2018","","","","","","","","","","","",""
"2018-09-03","23.0","2018-03-24","","","","","","","SE01I","22.0","","","NZ-AUC","2019-06-07","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","","","","","",""
"","","","","","","","","","I","","","","US-BOI","","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-01-29","29/1/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","US-SFD","","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-01-29","29/1/2018","","","","","","","","","","","",""
"2018-09-03","23.0","2018-03-24","2018-06-17","-16.0","2018-10-05","","","","YE01I","34.0","","","GB-CAM","2019-08-30","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","2018-01-08","-23.0","2018-06-18","","",""
"2018-09-03","23.0","2018-03-24","2018-06-17","-16.0","2018-10-05","","","","YE01G","34.0","","","GB-CAM","2019-08-30","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","2018-01-08","-23.0","2018-06-18","","",""
"","","","","","","","","","I","","","","GB-LON","","false","false","April","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-04-30","30/4/2018","","","","","","","","","","","",""
"2018-09-03","23.0","2018-03-24","2018-06-17","-16.0","2018-10-05","","","","YE01G","34.0","","","AU-BRS","2019-08-30","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","2018-01-08","-23.0","2018-06-18","","",""
"2018-09-03","23.0","2018-03-24","","","","","","","SE01G","22.0","","","GB-CAM","2019-06-07","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","","","","","",""
"","","","","","","","","","E","","","","AU-BRS","","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-01-29","29/1/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-LON","","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-01-29","29/1/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","FR-PAR","","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-01-29","29/1/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","ZA-CAP","","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-01-29","29/1/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","ES-BAR","","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-01-29","29/1/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","ES-BAR","","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-01-29","29/1/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","GB-LON","","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-01-29","29/1/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","GB-EAS","","false","false","October","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-10-29","29/10/2018","","","","","","","","","","","",""
"2018-09-03","23.0","2018-03-24","2018-06-17","-16.0","2018-10-05","","","","YE01E","34.0","","","US-NYC","2019-08-30","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","2018-03-23","-23.0","2018-08-31","2018-09-05","-4.0","2018-10-03","2018-01-08","-23.0","2018-06-18","","",""
"","","","","","","","","","I","","","","GB-LON","","false","false","May","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-05-28","28/5/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","AU-BRS","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILS","2019-03-18","18/3/2019","","","","","","","","","","","",""
"","","","","","","","","","I","","","","NZ-AUC","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","GB-LON","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","YE01I","22.0","","","GB-BOU","2019-06-07","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-BOU","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2018-03-26","26/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-BOU","","false","true","April","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgj"" alt=""greendot"" border=""0""/>","ILS","2018-04-23","23/4/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-BOU","","false","false","February","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILS","2018-02-05","5/2/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-BOU","","true","true","April","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgj"" alt=""greendot"" border=""0""/>","ILS","2018-04-30","30/4/2018","","","","","","","","","","","",""
"","","","","","","","","","SE01I","22.0","","","US-BOI","2019-06-07","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","","","","","","","","","","","",""
"","","","","","","","","","SE01I","22.0","","","GB-LON","2019-06-07","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","","","","","","","","","","","",""
"","","","","","","","","","UFY01","34.0","","","US-BOI","2019-08-30","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","","","","","","","","","","","",""
"","","","","","","","","","I","","","","ES-BAR","","false","false","June","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-06-04","4/6/2018","","","","","","","","","","","",""
"","","","","","","","","","YE01PMBA","34.0","","","US-BOI","2019-08-30","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","","","","","","","","","","","",""
"","","","","","","","","","YE01I","34.0","","","US-BOI","2019-08-30","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","","","","","","","","","","","",""
"","","","","","","","","","G","","","","NZ-AUC","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILS","2018-03-12","12/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","CA-TOO","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILS","2018-03-12","12/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","ES-BAR","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILS","2018-03-12","12/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","US-WAS","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILS","2018-03-12","12/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-BOU","","false","false","August","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILS","2018-08-06","6/8/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-CAM","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILS","2018-03-12","12/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","GB-BOU","","false","false","February","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILS","2018-02-05","5/2/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","GB-BOU","","false","false","May","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILS","2018-05-07","7/5/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","GB-BOU","","false","false","February","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILS","2018-02-26","26/2/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-LON","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILS","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","BL","","","","US-BOI","","false","false","April","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILS","2018-04-09","9/4/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","GB-LON","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILS","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","US-BOI","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILS","2018-03-12","12/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","US-BOI","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","B","","","","AU-BRS","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILS","2018-03-05","5/3/2018","","","","","","","","","","","",""
