"APTSBREAK1ENDDATE__C","APTSBREAK1NUMBEROFWEEKS__C","APTSBREAK1STARTDATE__C","APTSBREAK2ENDDATE__C","APTSBREAK2NUMBEROFWEEKS__C","APTSBREAK2STARTDATE__C","APTSBREAK3ENDDATE__C","APTSBREAK3NUMBEROFWEEKS__C","APTSBREAK3STARTDATE__C","COURSE__C","APTSCOURSENUMBEROFWEEKS__C","DATEOFBIRTHFROM__C","DATEOFBIRTHTO__C","DESTINATION__C","APTSENDDATE__C","IS_BEGINNER__C","IS_PREFERRED__C","NAME","PREFERRED__C","PROGRAM__C","STARTDATE__C","START_DATE_CONVERTED__C","APTSTERM1ENDDATE__C","APTSTERM1NUMBEROFWEEKS__C","APTSTERM1STARTDATE__C","APTSTERM2ENDDATE__C","APTSTERM2NUMBEROFWEEKS__C","APTSTERM2STARTDATE__C","APTSTERM3ENDDATE__C","APTSTERM3NUMBEROFWEEKS__C","APTSTERM3STARTDATE__C","APTSTERM4ENDDATE__C","APTSTERM4NUMBEROFWEEKS__C","APTSTERM4STARTDATE__C"
"","","","","","","","","","I","","","","GB-LON","","false","false","February","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-02-05","5/2/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","NZ-AUC","","false","false","February","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-02-05","5/2/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","NZ-AUC","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILS","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-LON","","false","false","June","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-06-04","4/6/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","NZ-AUC","","false","false","February","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-02-05","5/2/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","NZ-AUC","","false","false","June","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-06-04","4/6/2018","","","","","","","","","","","",""
"","","","","","","","","","JI","","","","NZ-AUC","","false","false","June","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-06-04","4/6/2018","","","","","","","","","","","",""
"","","","","","","","","","YE01I","34.0","","","US-BOI","2019-08-30","false","false","January","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","AY","2019-01-07","7/1/2019","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-BRI","","false","false","February","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-02-05","5/2/2018","","","","","","","","","","","",""
"","","","","","","","","","B","","","","NZ-AUC","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILS","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","MT-MSJ","","false","false","February","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-02-05","5/2/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","US-MIA","","false","false","February","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-02-05","5/2/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","NZ-AUC","","false","false","February","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILS","2018-02-26","26/2/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","NZ-AUC","","false","false","February","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILS","2018-02-05","5/2/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","NZ-AUC","","false","false","April","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILS","2018-04-30","30/4/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-BST","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2019-03-18","18/3/2019","","","","","","","","","","","",""
"","","","","","","","","","I","","","","AU-BRS","","false","false","December","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-12-31","31/12/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-BOU","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-LON","","true","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","GB-LON","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","US-BOI","","true","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","US-MIA","","false","false","June","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILS","2018-06-04","4/6/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","FR-PAR","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","FR-NIC","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","IT-ROM","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","MT-MSJ","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","MT-MSJ","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","US-CHI","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","NZ-AUC","","true","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","AU-SYD","","true","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","BL","","","","AU-SYD","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","AU-PER","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","ZA-CAP","","false","true","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgj"" alt=""greendot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","US-SEA","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","US-SFD","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","US-SBA","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","US-SBA","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","BL","","","","GB-MAN","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-EAS","","false","true","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgj"" alt=""greendot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","JU","","","","GB-BOU","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","JI","","","","GB-BOU","","true","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","GB-BOU","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","CA-TOO","","true","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","CA-VAN","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","JP-TYO","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","JP-TYO","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","CN-SHA","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","CN-SHA","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","US-WAS","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","BL","","","","US-WAS","","true","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","JU","","","","GB-CAC","","false","true","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgj"" alt=""greendot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","JI","","","","GB-CAC","","false","true","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgj"" alt=""greendot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","NZ-AUC","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","B","","","","NZ-AUC","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","B","","","","AU-BRS","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","AU-BRS","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","US-SDC","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","BL","","","","AU-BRS","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-LON","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","US-NYC","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","B","","","","US-HNL","","false","true","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgj"" alt=""greendot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-BRI","","true","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","GB-CAM","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","GB-OXF","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","ES-MAA","","true","true","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgj"" alt=""greendot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","ES-MAD","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","ES-BAR","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","FR-PAR","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-BOU","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","US-BOI","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","US-SFD","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","ZA-CAP","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","ES-BAR","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","ILSU","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-BOU","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-LON","","true","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","GB-LON","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","BL","","","","US-SDC","","true","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","US-NYC","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","B","","","","US-HNL","","false","true","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgj"" alt=""greendot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-BRI","","true","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","GB-CAM","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","GB-OXF","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","ES-MAA","","true","true","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgj"" alt=""greendot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","ES-MAD","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","ES-BAR","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","FR-PAR","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","FR-PAR","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","FR-NIC","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","IT-ROM","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","MT-MSJ","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","MT-MSJ","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","US-CHI","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","NZ-AUC","","true","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","AU-SYD","","true","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","BL","","","","AU-SYD","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","AU-PER","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","ZA-CAP","","false","true","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgj"" alt=""greendot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","US-SEA","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","US-SFD","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","US-SBA","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","US-SBA","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","BL","","","","GB-MAN","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","GB-EAS","","false","true","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgj"" alt=""greendot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","JU","","","","GB-BOU","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","JI","","","","GB-BOU","","true","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","GB-BOU","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","CA-TOO","","true","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","CA-VAN","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","JP-TYO","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","JP-TYO","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","CN-SHA","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","G","","","","CN-SHA","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","E","","","","US-WAS","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","BL","","","","US-WAS","","true","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","JU","","","","GB-CAC","","false","true","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgj"" alt=""greendot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","JI","","","","GB-CAC","","false","true","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgj"" alt=""greendot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","NZ-AUC","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","B","","","","NZ-AUC","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","B","","","","AU-BRS","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","AU-BRS","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","I","","","","US-SDC","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
"","","","","","","","","","BL","","","","AU-BRS","","false","false","March","<img src=""/servlet/servlet.FileDownload?file=01526000000HIgf"" alt=""reddot"" border=""0""/>","MLY","2018-03-05","5/3/2018","","","","","","","","","","","",""
